id,label,timeset,componentnumber,modularity_class,eccentricity,betweenesscentrality,harmonicclosnesscentrality,closnesscentrality,eigencentrality,pageranks
Kurt_Breuer,Kurt_Breuer,,0,29,8.0,0.004139476633049898,0.22808012093726404,0.19861286254728877,0.17620134751826474,0.0026216357421247572
Hans_L_Falk,Hans_L_Falk,,0,52,8.0,0.0051208445938523035,0.2207029478458055,0.20012706480304956,0.06500244340086586,0.0021135582687550544
Ernest_L_Eliel,Ernest_L_Eliel,,0,4,8.0,0.036627512207271375,0.2646334089191238,0.2182952182952183,0.34062383445764344,0.010229637653855506
Gerhard_J_Haas,Gerhard_J_Haas,,0,4,9.0,0.008265770219497726,0.20486268581506725,0.17969195664575013,0.07503447639608439,0.00367276859844499
Martin_Rosenthal,Martin_Rosenthal,,0,4,9.0,0.0,0.20062988158226308,0.17928286852589642,0.06418209105233871,0.0012027860543773476
Martin_Ostwald,Martin_Ostwald,,0,18,8.0,0.013302137169548676,0.26803099017384785,0.23093841642228738,0.27901865160199263,0.003360123105577319
Klaus_Scheie,Klaus_Scheie,,0,4,9.0,0.0,0.20062988158226308,0.17928286852589642,0.06418209105233871,0.0012027860543773476
Walter_Kohn,Walter_Kohn,,0,4,9.0,0.011284120708680729,0.250776014109348,0.21784232365145229,0.24699981766354046,0.0034103801268359868
Ed_Lion,Ed_Lion,,0,4,9.0,0.0,0.20062988158226308,0.17928286852589642,0.06418209105233871,0.0012027860543773476
Walter_Michel,Walter_Michel,,0,4,9.0,1.1491222288137456E-4,0.23007306626354251,0.20038167938931298,0.17786848512814976,0.0026439270500086104
Heidenheim,Heidenheim,,0,4,9.0,0.0,0.20062988158226308,0.17928286852589642,0.06418209105233871,0.0012027860543773476
Franz_Spanier,Franz_Spanier,,0,4,9.0,0.0,0.20062988158226308,0.17928286852589642,0.06418209105233871,0.0012027860543773476
Alfred_Bader,Alfred_Bader,,0,18,7.0,0.031625677716609554,0.27433106575963784,0.2328159645232816,0.34725447455496994,0.006263709488708191
Edward_J_DeWath,Edward_J_DeWath,,0,28,9.0,0.02651100786952083,0.24259007306626376,0.2020525978191148,0.29114640739562725,0.010043169677506486
Robert_Baum,Robert_Baum,,0,28,9.0,0.0,0.21204207608969514,0.18475073313782991,0.14540319635428034,0.002064546198175562
Geo_Paul_Hirsch,Geo_Paul_Hirsch,,0,28,10.0,0.0,0.18736331569664955,0.16817939135077417,0.05491464602943701,0.0012659768704127575
Peter_J_Hurst,Peter_J_Hurst,,0,28,10.0,0.0,0.18736331569664955,0.16817939135077417,0.05491464602943701,0.0012659768704127575
Alex_Sasha_Jakerov,Alex_Sasha_Jakerov,,0,28,10.0,0.0,0.18736331569664955,0.16817939135077417,0.05491464602943701,0.0012659768704127575
Giuseppe_Levi,Giuseppe_Levi,,0,17,8.0,0.021741986435480608,0.2652040816326538,0.23367952522255192,0.26431927788698817,0.004319700411189749
